Platform;Post ID;Post Type;Post Content;Likes;Comments;Shares;Impressions;Reach;Engagement Rate;Audience Age;Audience Gender;Audience Location;Audience Interests;Sentiment
Twitter;96537c5b-bf3c-416e-99d0-585ee25e7958;Video;Necessary watch chance factor different board against.;953;363;88;8174;2355;59.62;33;Male;Guinea;store;Negative
Instagram;f001eee1-a649-438e-b73b-999e4e443868;Image;Spend down almost ok.;483;373;174;3427;3897;26.43;35;Male;Malawi;billion;Negative
Instagram;93e2316b-6453-483b-9705-ec949b5be7fb;Video;Head heart would who radio page whole try.;472;375;120;9342;1274;75.90;48;Male;Eritrea;country;Neutral
LinkedIn;48a30242-fc90-40aa-ae86-c4e659e55a5d;Image;Let pay usually.;376;425;100;3608;2674;33.69;61;Male;Ghana;unit;Neutral
Twitter;9a140d8e-56ab-45c0-9b85-4cb5416b0c96;Link;Garden staff note number attention project.;552;218;89;3231;1757;48.89;53;Female;Iceland;participant;Neutral
Instagram;fb9b062f-4479-4bde-a746-6a72bf39c3b4;Video;Various left of purpose talk Democrat.;680;166;168;3093;4256;23.83;64;Male;Somalia;general;Neutral
Instagram;fc5a5b79-a1fa-4fd5-890b-75c8c7f9de91;Video;Station serious matter every than.;121;109;112;4626;2033;16.82;27;Male;Turkey;should;Neutral
Instagram;e9470ae8-f0dd-4c6a-a346-18d191066033;Image;Set question amount level outside.;676;469;101;4293;1812;68.76;27;Female;Angola;finish;Negative
Twitter;270e54c2-b2c3-4592-b0e0-4eedbff655f5;Video;Have toward suddenly these while good.;614;276;150;6163;1330;78.20;20;Female;Kuwait;tell;Neutral
LinkedIn;64ef60d5-3556-499d-8e10-440023dcc5e6;Image;Them each camera bag large organization wrong.;503;150;32;9950;4019;17.04;29;Female;Namibia;family;Negative
LinkedIn;baaa6599-2b0c-451e-8d40-610583b0190d;Video;Guess determine current let police laugh.;482;8;154;4910;1272;50.63;41;Female;Timor-Leste;kid;Neutral
Instagram;50c44340-71a6-4d99-adad-ccf52ce4bfb6;Video;Onto painting war option customer.;378;221;33;9066;735;85.99;33;Male;Tajikistan;wonder;Negative
Instagram;892d2857-5c46-4655-8f61-de6f934129d3;Image;Actually sit would could green great because.;210;333;61;4566;4272;14.14;54;Male;Guernsey;all;Neutral
Twitter;6f334970-dd53-4e40-99a6-2eeb002fb1ce;Link;Song white quite consumer inside.;421;54;64;3257;3148;17.12;35;Male;Bangladesh;husband;Positive
LinkedIn;733df8e1-4670-4c66-8e53-6365409835ea;Video;Several top almost south age alone laugh audience.;129;146;93;5336;4812;7.65;54;Female;Mozambique;cut;Positive
Facebook;de617ae4-b95e-40af-8ac5-b6864d4ffad8;Link;Audience board interest room.;443;142;83;9075;2204;30.31;30;Male;Tuvalu;admit;Positive
LinkedIn;2af29b25-d389-4acf-b163-c64309cf35ff;Link;Weight investment there treatment material prevent strong.;819;390;53;6420;1941;65.02;63;Male;China;boy;Negative
Instagram;cfcc81f0-5819-4831-ab53-9968f1f7edd9;Link;Reason western fish gas trial within agreement.;551;404;15;4818;4139;23.44;50;Female;Micronesia;single;Neutral
Instagram;08c2a038-93b5-4d13-a5fe-6e28569b6466;Image;Follow claim oil appear.;661;449;100;3028;2828;42.79;30;Female;Russian Federation;use;Negative
Twitter;d2908d19-ad25-4a82-8deb-a07eeea29a5d;Image;Coach back four off west.;186;249;184;2288;3357;18.44;21;Male;Saint Lucia;suddenly;Negative
Instagram;f004bc02-fb89-4fd5-bc9c-48fc9fc9b795;Image;Past wide continue none catch place those hope.;232;350;85;9632;759;87.88;53;Male;Norfolk Island;money;Positive
Twitter;dd532e98-9927-47cf-bf24-d45275903bb7;Image;System of responsibility memory.;525;322;120;3022;1430;67.62;48;Male;Nauru;nothing;Positive
LinkedIn;f2a05621-6d8a-4b5a-90d8-51651971006f;Image;Soldier color for board carry common carry marriage.;482;465;155;4552;4964;22.20;26;Female;Liberia;outside;Neutral
Twitter;025b8bb4-3793-450e-806b-5a5034809527;Link;Surface hour should increase could add boy eight.;204;262;6;4649;1326;35.60;37;Female;Iceland;inside;Neutral
Twitter;b12059fb-2735-4906-ba5a-4163fcbec877;Link;Third college total population.;468;147;175;8338;3688;21.42;32;Male;Czech Republic;evidence;Positive
Twitter;dde09e3c-6412-4f41-ac4e-725a36ae44ed;Image;Inside arrive then everyone act floor.;209;152;17;7987;2942;12.85;24;Male;Panama;pressure;Neutral
Facebook;617394df-e3b1-4d4c-a796-2fed445bcb42;Video;Your serious baby truth.;786;273;84;5966;2837;40.29;21;Female;Russian Federation;system;Positive
LinkedIn;9ee18747-142e-4e9d-9997-b77ba2135ae6;Link;Write environmental turn out.;280;214;187;3367;1429;47.66;56;Female;Belize;future;Negative
Twitter;82c1c318-0eab-466a-bb04-71f351f00b86;Video;Miss fast great reduce focus.;783;438;98;6276;2248;58.67;43;Female;Guernsey;need;Negative
Facebook;a5ced0e4-5150-40de-8a02-5801b3a3941f;Image;Heart simply dinner note condition answer.;55;317;40;2242;3220;12.80;58;Female;Angola;eight;Negative
Facebook;4d4c505e-74f6-4ea9-978c-00d018c38031;Image;For return subject course data woman education.;305;468;80;9479;4850;17.59;45;Female;Greenland;question;Negative
LinkedIn;cbc50926-bf00-431e-b6ec-c3a83da89227;Link;Occur cell military.;458;3;42;6901;4933;10.20;27;Female;Equatorial Guinea;admit;Negative
Facebook;a13ea45e-96f4-49a8-8dcc-8f6067deb819;Image;Benefit air part whose enter woman.;636;133;86;2180;3581;23.88;47;Male;Congo;across;Neutral
Facebook;34514c00-46f5-4bed-bdb9-1f52c437dde3;Link;Every ball white but.;143;147;155;2375;1208;36.84;37;Female;Serbia;everybody;Negative
Twitter;df8e6fbf-daf0-40d2-a942-af72e9d97fdc;Link;Realize personal body but lose discover never.;172;73;109;4183;1303;27.17;21;Male;Cambodia;month;Negative
Twitter;5b5dcb2a-2914-4692-9ab5-f1fbd72b80d3;Image;Find full local receive participant hear.;676;480;197;7751;4405;30.72;39;Female;Saint Vincent and the Grenadines;manage;Positive
Twitter;81174e5e-1126-43f5-926c-aa4fd60f6b2a;Link;Computer minute policy miss.;501;142;96;6228;3536;20.90;58;Female;Estonia;guess;Positive
Facebook;c5a9d399-22f5-49dc-a7eb-376e407a788a;Link;Theory society inside attorney goal learn talk.;98;250;51;2441;1366;29.21;47;Female;Namibia;represent;Neutral
Facebook;ab05ef16-bf39-4dfd-9dfe-b56f6b89cb02;Video;Cell for benefit.;667;476;103;1644;1797;69.34;36;Female;Montserrat;media;Negative
Twitter;bf5c44aa-9b93-4ab8-80d7-3a44e91c814d;Video;Involve physical eat service they to likely memory.;509;428;181;1752;2568;43.54;58;Male;Lithuania;argue;Positive
LinkedIn;289f7bbe-4d7b-4981-8494-c6422b05a123;Image;Democrat join voice subject.;55;83;103;2633;1745;13.81;55;Male;Malawi;card;Neutral
Facebook;942520ca-c0ce-429c-bfb5-0baefa31d66c;Video;Receive join such activity kitchen political wall beat.;582;14;145;9606;957;77.43;60;Male;Syrian Arab Republic;car;Negative
Twitter;7ab5280b-9d12-4f1d-a507-5576244f4577;Link;Order success final discussion will.;198;195;115;5490;1727;29.42;39;Female;Malaysia;hour;Neutral
Twitter;933fde49-7348-4770-868e-8524958a10a4;Link;Pretty job travel usually political against ask defense.;125;407;76;7978;2408;25.25;37;Female;Armenia;yourself;Positive
Instagram;29b86d9d-f42d-4599-a8f9-191384b904ca;Video;Among middle ten old.;464;485;56;5329;4335;23.18;60;Male;Svalbard & Jan Mayen Islands;rise;Negative
LinkedIn;223efce2-455e-4154-8ae4-9a742a9a6ec3;Link;Throw our trial interest design institution.;347;160;86;2846;4752;12.48;59;Female;Slovenia;have;Negative
Facebook;60d053ac-a343-49f9-8b39-0bf31aa74d8c;Video;Cup sell never onto table.;743;218;82;8536;4073;25.61;36;Female;Guatemala;relate;Neutral
LinkedIn;3ec7cfc1-16cb-4784-976a-1b499fb2ba98;Video;Watch like machine most.;53;206;130;6750;621;62.64;21;Male;Nigeria;medical;Negative
Twitter;4be4fb3f-1dd8-4d1f-9c59-8c2f6a2f10fd;Image;He within store according eight dinner.;879;53;168;3139;1565;70.29;36;Female;Indonesia;positive;Negative
LinkedIn;1e5d4af3-a0a7-4de6-b6ef-5589f83e4655;Video;Hand forward interview ask nearly.;755;57;140;2867;1573;60.52;64;Female;Belize;official;Neutral
Facebook;cef52b3e-d1a7-4ec1-b8a9-b4feeef92033;Image;Dark deep always white book.;732;203;160;3463;1067;102.62;41;Male;Liberia;range;Positive
LinkedIn;7af07eab-14a8-4c55-ba2f-16b97567e849;Video;Threat hotel want act positive good.;699;407;106;5262;1093;110.89;54;Male;Colombia;current;Negative
Instagram;f08b04c8-4eb1-47d8-a6e5-b0293f7255c6;Video;Mean research political draw respond nor.;187;441;48;6435;3380;20.00;57;Female;Saint Martin;believe;Neutral
Twitter;3a2db477-6071-409c-89af-246d7182c466;Link;Detail rule show spring state chair between.;331;442;37;5036;2399;33.76;49;Male;Somalia;pay;Positive
Twitter;3cde23e8-3310-458c-bd0e-65c628197b57;Image;Whose option wish chance adult.;754;62;27;5390;1117;75.47;38;Male;Albania;spring;Negative
Twitter;e713f7b4-08d9-4933-882e-fd8d5a571db9;Video;Some throw way son civil write.;126;272;168;2687;975;58.05;42;Male;Marshall Islands;management;Neutral
Instagram;a96b2bcd-6007-42d6-86d8-bc8e3d32761b;Video;Sort parent travel common.;779;174;28;7212;3831;25.61;46;Male;India;my;Negative
LinkedIn;38d09dc8-6f5c-476a-ab7f-6b8c1f36d056;Video;Direction crime manager manage opportunity to chair.;301;436;98;4992;3250;25.69;19;Female;Jersey;pretty;Negative
Facebook;75937240-dd8c-4f7f-8c3d-4fbb5631f7a2;Image;Just nature country serious.;654;22;57;7166;1105;66.33;26;Male;Western Sahara;evidence;Positive
Instagram;070eb886-7d91-43eb-bcab-192769d40413;Link;Article real cultural city likely bag Mrs.;369;116;106;7354;4736;12.48;31;Female;Pitcairn Islands;piece;Neutral
Twitter;47f36aa7-6241-4823-9368-85b13f803fd6;Video;Decade life bring rock.;837;432;198;5780;3018;48.61;54;Female;Sweden;red;Positive
LinkedIn;cd9f3008-6aea-46f3-8a14-c271a0ac5c5e;Image;Name information cell window.;183;35;38;3487;832;30.77;38;Male;Netherlands;father;Negative
LinkedIn;5c80c937-86c9-4281-a251-f590eac4a407;Image;Person worry word security idea teacher west.;140;215;109;2792;979;47.40;28;Male;Ethiopia;join;Neutral
LinkedIn;af60dbd0-071d-4c48-8842-033c13b4288e;Image;Own voice beat walk station medical.;976;436;74;3228;3813;38.97;59;Female;New Zealand;under;Positive
Facebook;fa8bd32b-c00b-4141-b80d-1b0c0fd8340f;Link;Top down recently up thing Democrat.;174;39;34;6215;3028;8.16;24;Female;Nauru;pattern;Neutral
LinkedIn;14ac59aa-63ea-4165-84c6-118901252367;Video;Leg career option fast information civil.;348;383;150;9181;2481;35.51;48;Male;Senegal;evening;Neutral
Twitter;9e1ad901-d3a3-411b-9b7e-84cb32809d62;Image;Value project someone effort next.;373;5;41;1230;4114;10.18;53;Female;Mauritius;finally;Neutral
Twitter;aaabd6f0-fb5a-4cfd-a50d-96ebe10b8931;Link;Employee direction people never which.;953;306;24;5321;2844;45.11;39;Male;Senegal;when;Neutral
LinkedIn;dfb0dca5-e2da-477a-98a7-86cf4f01d941;Image;Relationship majority plant general foot employee try.;715;204;75;9203;1946;51.08;22;Female;Samoa;summer;Negative
Twitter;0007dc6e-0fbb-4e77-b693-1dc857613ce7;Video;Rest political cause game.;716;495;30;7700;2569;48.31;65;Female;Luxembourg;whose;Positive
Facebook;760daa6e-2dbd-4f6b-a374-a04f9f33e157;Video;Budget western difference forget sing measure.;727;109;87;1000;3321;27.79;20;Female;San Marino;before;Positive
Instagram;7553c532-f7c2-4f4e-8f7d-4010b35e97e0;Image;Across politics ok bag into television nation.;677;88;15;8211;646;120.74;47;Female;Morocco;study;Positive
Instagram;35163ca1-ede1-4ba0-be35-af12246b8bd8;Video;Particularly better son ago that professional.;749;181;100;3365;632;162.97;51;Male;Seychelles;center;Positive
Twitter;54a01b37-64b6-4179-8c7d-afb3d07363ae;Link;College red finish who author man simple.;444;133;128;6298;1506;46.81;47;Male;Syrian Arab Republic;long;Positive
Instagram;068b7a3c-ac08-426a-852b-8133c8898feb;Image;Those heart management attack maintain military player lot.;78;138;138;3350;4062;8.71;47;Male;Seychelles;leg;Positive
Facebook;89d6f537-7c86-4566-be15-b6c99becaca3;Video;Commercial tough become Congress cold.;28;196;175;3404;2553;15.63;44;Male;Turkey;age;Negative
Twitter;7d8f078d-3c4a-4066-88b9-c060738426e2;Image;Yet share education your street decide.;543;27;191;3928;2504;30.39;38;Female;Libyan Arab Jamahiriya;health;Positive
Instagram;c8419fe8-a337-4347-8059-6013d508c5c0;Video;Take star agency several wind step.;266;492;151;6423;2764;32.89;31;Male;Myanmar;three;Neutral
Facebook;40ca7138-54c4-4b0f-bf15-976e116c0852;Link;Go spend form right computer.;203;436;182;9191;2264;36.26;43;Female;Ecuador;land;Positive
LinkedIn;39856a3a-7ca0-4559-bc90-f5791467ae61;Link;National white view thus piece federal tax.;823;394;179;3404;1820;76.70;43;Male;Martinique;since;Negative
Instagram;1178d862-21b6-4c38-99f2-cb47064012d4;Link;Congress meet case.;900;130;14;7099;1287;81.12;50;Female;Rwanda;owner;Neutral
Instagram;9218977c-2cd9-49c1-8840-bcfe8a8c68d8;Image;Class a stand hotel.;106;162;41;9063;2174;14.21;30;Female;Pitcairn Islands;deal;Positive
Instagram;855f7534-71fd-4516-9afa-51929f32a12e;Image;Challenge trade their ok production.;156;152;58;5916;2430;15.06;30;Female;United Kingdom;including;Negative
LinkedIn;33aa5566-5a42-454a-9660-44c28634c1a1;Link;Everything where ground herself spring run I red.;275;427;126;6700;2307;35.89;23;Female;Puerto Rico;professional;Positive
Facebook;3d0f12c5-efa7-4498-b36e-6ff1077cacca;Link;Wrong stuff movement fear with tough program.;662;246;34;6535;1674;56.27;45;Male;Maldives;discuss;Negative
Twitter;7219080a-96ac-4354-b148-45790a400d98;Video;How br exist boy positive same.;601;389;35;5139;2809;36.49;50;Female;Chile;ten;Negative
LinkedIn;ac64dd96-b8b0-4bd0-8088-0ff323f5e7ab;Video;Least wish land century person paper dog page.;694;365;15;3305;1591;67.50;41;Male;Mozambique;drop;Neutral
Facebook;45846d34-1c20-419b-96eb-c6e5763b6902;Image;Technology gas hope every TV true.;756;444;160;4678;2602;52.27;24;Male;Libyan Arab Jamahiriya;mind;Neutral
Facebook;af0557ab-69c9-4358-86b7-fb12cc95b785;Video;Hundred pretty avoid effort.;393;475;131;9143;2143;46.62;52;Male;Bangladesh;particularly;Positive
Facebook;38d71bc3-a802-4843-aec5-b58b409a6df9;Link;Task voice beautiful each.;843;38;121;5677;4947;20.25;42;Female;Micronesia;myself;Positive
Instagram;386e6e03-b5fb-4cb6-b498-200e4b1c858c;Image;Accept learn sort mind.;360;36;64;8231;3103;14.82;55;Female;Christmas Island;four;Positive
Instagram;fe2a80f4-a5c6-49b0-a1c8-4df8cf31ab42;Image;Group west sure house region protect.;585;358;150;1603;737;148.30;62;Female;Bhutan;wife;Positive
LinkedIn;5d47cd68-fc50-4d5e-bb23-cde474478f8f;Image;Hand ball establish today.;240;391;134;6030;2219;34.47;18;Male;Maldives;behind;Positive
Facebook;bf6eb20d-a4ba-4dc8-8f4d-4b351f787846;Image;Benefit follow suggest perform drive real.;574;186;125;3298;1559;56.77;50;Female;South Africa;child;Positive
LinkedIn;c8de4d53-e5f6-4f8d-b672-b9a658e4e2ad;Link;In white new explain security trial including.;195;175;77;5637;1136;39.35;64;Male;Christmas Island;pass;Neutral
Instagram;98da039d-ad8b-4489-9b3b-ab6040e57850;Video;Thousand see yard certain.;59;62;76;5840;968;20.35;40;Female;Russian Federation;position;Negative
LinkedIn;64661310-ce5b-49b5-a57f-b4cc59467f09;Link;Hotel rise fast agree Democrat analysis our move.;666;53;115;4544;3850;21.66;62;Female;Palau;subject;Positive
Facebook;b101c8c0-595f-4a2e-853e-8dcdd6171496;Link;Behavior six state season act thing because.;272;203;8;7674;3673;13.15;28;Female;Namibia;forward;Positive
Instagram;97bbf026-81d4-4085-974c-508e9a6bd276;Link;Inside office national may.;503;444;9;4170;1589;60.16;54;Male;Kuwait;degree;Negative
Facebook;269c2250-a5c3-4f7b-a795-f7dfd2263a7b;Video;Newspaper sure happen take.;429;202;109;8987;4379;16.90;22;Male;Bahrain;gas;Positive
Facebook;2ba701f4-a69b-4fd1-8729-efe0a014f0f6;Video;Factor foot themselves these.;202;348;11;7601;1750;32.06;51;Female;Guinea-Bissau;lose;Positive
LinkedIn;a3161b0d-f64f-4560-a078-b933a9ca7a79;Link;Start change collection whatever behind.;906;449;89;6287;2993;48.25;27;Male;Papua New Guinea;president;Negative
Instagram;dbb447ae-e006-442d-8997-1dc66f8448b3;Link;Economic show bank low.;536;334;11;5756;1802;48.89;27;Female;Bahrain;cause;Neutral
Twitter;36d28a79-9489-4516-9aee-6546689b630b;Image;Bill guess their time than throw.;241;78;62;8442;847;44.98;28;Male;Hungary;media;Neutral
Instagram;a60527a7-a5d8-4f3c-a027-875ec892f65e;Video;Less rock behavior minute sport avoid.;639;422;108;4277;629;185.85;27;Female;Fiji;tend;Positive
LinkedIn;4a9f446b-d4fb-4fab-9747-a45eebeff632;Video;Front speech fish citizen safe.;971;365;77;3784;620;227.90;29;Male;Solomon Islands;sign;Neutral
Facebook;5be79ec1-e54e-420c-a3cb-d4ef587cbf66;Video;Three billion weight and perhaps test realize.;261;437;13;2439;2591;27.44;20;Female;Peru;condition;Neutral
Instagram;c01c7460-e3db-468a-a660-ac3c92e1bad0;Video;Describe economic purpose maybe guy Democrat strategy.;694;223;77;4606;3975;25.01;29;Female;Cook Islands;radio;Negative
Facebook;fa0e0d12-24de-4ec8-98ab-098a9454df6a;Link;Share task serious future institution treat lead.;133;178;135;1621;4980;8.96;28;Male;Guam;factor;Neutral
Facebook;da29884c-0009-4c11-9f02-62d6242b6135;Video;Series stuff detail wear occur generation kitchen.;516;372;86;2836;3212;30.32;29;Female;Kuwait;pattern;Neutral
Instagram;4ea2b35f-e50c-40ed-ae84-334ddd1e56fa;Image;Positive open easy always.;148;100;71;6794;4828;6.61;51;Female;Antigua and Barbuda;front;Positive
Facebook;07b61f6d-c388-4b91-9355-33ef4db8be30;Video;Report message option white.;535;113;82;5865;1661;43.95;65;Male;Hungary;ИСТИНА;Negative
Instagram;f9f055e4-db1f-43f1-b425-607796415b39;Image;Way prove particularly plan you.;96;48;193;8292;1345;25.06;59;Male;Norfolk Island;form;Negative
LinkedIn;d8081867-fd85-4568-a11e-1bcfd841b344;Image;Worry raise chair identify require.;706;310;24;7130;4268;24.37;19;Female;Algeria;do;Positive
LinkedIn;359ac95c-de63-4161-9e21-ddb6fa9bda5e;Image;M front view than tree possible buy author.;75;165;47;8563;1282;22.39;35;Female;Monaco;about;Positive
Facebook;5c0a844b-cbac-4147-80fb-e115710d04d9;Image;American three surface add radio general.;352;172;150;1955;2948;22.86;40;Male;Bahrain;say;Positive
LinkedIn;f1dfb139-2e3b-4597-bf6a-236301ebb02d;Video;Memory movement professor benefit though.;795;366;109;2556;3922;32.38;41;Male;Serbia;professional;Neutral
Facebook;4cc09d54-fd2f-436c-90d7-5896bfd3ab52;Video;Will once like choose far art.;14;300;143;4230;2082;21.95;27;Female;Croatia;work;Neutral
Instagram;d2a95ef4-6143-4832-959c-47cebd2d843e;Video;Key type democratic material moment hot begin myself.;344;423;39;5479;1406;57.33;58;Male;New Caledonia;money;Positive
Twitter;ca5560ca-c076-4b72-8e08-c19f87dcaf8b;Video;Hour most low man.;724;300;93;2648;4998;22.35;50;Male;Gabon;threat;Positive
Instagram;809e583b-913f-4538-9888-1e99b0e2679e;Video;Few budget measure treatment.;724;321;17;2169;529;200.76;54;Male;Kazakhstan;management;Negative
Instagram;db80b3bd-9e86-4ade-863e-f5625505c67b;Link;Provide recent director instead.;224;279;195;9566;2580;27.05;48;Female;Belgium;with;Negative
Instagram;aa77e1d4-c747-4172-805f-6f943235d8d7;Image;Sport sort end us race.;900;452;110;6301;564;259.22;34;Male;Uganda;huge;Neutral
LinkedIn;4d1c7ed6-877c-4398-890e-d16da7f39889;Link;Hospital deal nature face.;483;321;69;4995;677;128.95;61;Female;Belgium;ИСТИНА;Neutral
Twitter;88214333-00e3-4980-adc6-afee8393d77f;Link;Seat protect agreement protect significant.;974;173;45;5569;3129;38.10;62;Male;Montenegro;while;Positive
Twitter;38b423a7-92ca-4852-b8d2-03b49a9c4107;Image;American hot wide everything mean while.;82;470;127;6375;2474;27.45;52;Female;Cayman Islands;determine;Neutral
LinkedIn;e8913abb-39aa-4b0f-933f-1a1904d2a1c2;Link;Guess deal win fall.;536;293;76;2779;653;138.59;65;Male;Ethiopia;however;Neutral
Instagram;ee587f66-adf6-4724-bf8f-d895aad60e98;Image;Cell son seven medical budget.;675;169;128;6055;961;101.14;19;Female;Mali;hope;Negative
Facebook;9c1f0da1-7010-4da1-99aa-16152a7b5236;Image;They many former performance reduce room person.;199;318;47;1624;1562;36.11;41;Female;Sierra Leone;interest;Positive
